Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ABAYIO_clean_225,-33.4194,0.000855205,483.269,1.54462
ABAYOU_clean_225,-33.1157,0.000808797,485.516,1.58436
ABEMIF_clean_221,-26.9792,0.000221254,796.263,1.63796
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.4465,4.91097e-05,559.079,2.32087
ABETAE_clean_36,-21.3418,1.9707e-05,380.508,2.8555
ABESUX_clean_36,-21.5835,2.02812e-05,374.629,3.02306
ABULOB_clean_60,-33.0642,0.00172268,96.7858,3.40201
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.0964,0.000560832,670.763,3.6829
ACUBAB_clean_15,-24.7961,5.21804e-05,241.799,4.3341
ADAXEK_clean_12,-30.9612,0.000735335,232.572,4.67504
ABEXEN_clean_192,-26.954,0.000285727,578.581,5.04621
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.0972,9.17062e-05,814.026,5.10109
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.8482,0.000175584,387.697,5.84469
ADIQEL_clean_14,-40.034,0.0121757,6.01579,5.88024
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.6215,0.6329,1054.09,5.90229
ADOGEH_clean_225,-40.0824,0.0102889,662.046,2.60755
ABEFUL_clean_124,-42.0534,0.00882643,16.8785,6.45517
acscombsci.5b00188_5036495_clean_1,-13.3925,1.7007e-05,828.266,6.46319
ADABAK_15,-29.3502,1.41306e-05,0,6.77632
ABIXOZ_clean_2,-16.6359,3.54702e-06,263.007,7.47124
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.868,0.00963263,273.236,7.54223
AFEKAX_clean_123,-33.981,0.00206093,453.315,2.58456
ADAVIM_clean_199,-27.7241,0.000178557,636.007,7.83897
acscombsci.5b00188_5024922_clean_1,-14.4555,1.93183e-05,518.198,7.92877
ADATOQ_clean_199,-28.0842,0.000191776,630.526,8.04678
ADEGIA_clean_2,-33.8312,0.00109617,80.0477,8.07018
