Structures,CPU_time (s)
ABAYOU_clean_225,3.09874
ABAYIO_clean_225,3.17338
ABEMIF_clean_221,3.69044
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,3.71307
ABETAE_clean_36,5.34642
ABESUX_clean_36,5.59003
ABULOB_clean_60,7.53272
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,7.68983
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,8.47934
acscombsci.5b00188_5036495_clean_1,8.60505
ABEXEN_clean_192,9.00693
ACUBAB_clean_15,10.8078
acscombsci.5b00188_5024922_clean_1,11.2376
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,11.3284
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,11.5384
ADAXEK_clean_12,11.7539
ADOGEH_clean_225,5.00699
ADAVIM_clean_199,13.0267
ADATOQ_clean_199,13.5312
ADATUW_clean_199,13.9779
ADAVEI_clean_199,14.2554
ADAVAE_clean_199,14.3229
acscombsci.5b00188_5020072_clean_1,15.1799
acscombsci.5b00188_8372_clean_1,15.3418
ABIXOZ_clean_2,15.3758
ADIQEL_clean_14,16.0719
ABEFUL_clean_124,16.2006
AFEKAX_clean_123,5.68102
ABUWOJ_clean_61,16.9035
ADEGIA_clean_2,17.1775
ADEGIA01_clean_2,17.3768
ADUWIH_clean_201,9.46699
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,18.5197
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,20.203
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,20.4518
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,21.4224
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,21.4504
ADABAK_15,22.7258
AFOYIE_clean_62,6.14207
acscombsci.5b00188_24205_clean_1,23.3612
ADABAK01_clean_2,23.5079
ABEXEM_clean_33,23.797
ADAXIO_clean_15,24.0315
ABEXIQ_clean_33,24.4012
ABEXOW_clean_33,24.921
ABEXUC_clean_33,25.2384
ACODUT_clean_164,25.2655
ADOBIF_clean_118,25.4079
ACAJIZ_clean_15,25.466
ABEYAJ_clean_33,25.5759
ABEYIR_33,25.6656
ABEYEN_clean_33,25.7082
ABEYIR_clean_33,25.8323
ACUTOI_clean_60,25.9634
ADOCEC_clean_118,23.1745
ACAJOF_clean_56,26.9711
ADOBEB_charged_118,27.3252
ADOBAX_charged_118,27.3556
ACODON_clean_13,27.4549
ADOBAX_118,27.6342
ADOBOL_clean_118,28.5913
AFIPAH_clean_2,17.531
ADOBOL_charged_118,28.9602
AGABIU_clean_11,8.87415
ABAVOP_clean_14,29.4043
AFUPEX_clean_14,9.32446
ACAKUM_clean_14,29.9057
AHOKIR_clean_12,2.61829
ACAKUM_14,30.6275
AHOKOX_clean_59,3.01843
AGUBUA_clean_60,6.15848
AFOYEB_clean_92,14.7121
acs.cgd.5b01686_WAHFUJ1434675_clean_14,31.5606
ADOBUR_charged_118,29.0109
ADOCAY_charged_118,29.0278
AGESIP_clean_14,9.02153
ACALIB_clean_14,32.388
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,32.4085
AGARUW_clean_62,11.0238
ADOCIG_charged_118,28.8378
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,32.689
AHOJUC_clean_13,5.92954
acscombsci.5b00188_5040209_clean_1,32.9466
AHOKAJ_clean_13,5.71617
acscombsci.5b00188_34903_clean_1,33.365
ACODED_60,33.3721
acs.cgd.5b01554_VAGNUP1452791_clean_62,33.479
AFOYOK_clean_11,17.2337
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,36.0193
AJOTEY_clean_33,6.23931
AHOKIR01_clean_2,9.7659
AGONAM_clean_14,13.6566
AGIMOU_clean_14,15.3981
AHEQAH_clean_46,13.4182
AHUTIH_clean_14,10.0782
ALATAK_clean_12,5.61689
ABIYIV_56,40.5827
AGAXOV_clean_2,19.2345
ABIYIV_clean_56,40.7972
ALIBUT_clean_229,4.24893
ALICAA_clean_229,4.14078
ACIBOE_clean_8,41.5724
AHUTIH01_clean_14,12.7973
AGONEQ_clean_7,18.4067
ADABUE_clean_2,43.2123
AGUWUV_clean_2,19.5306
AGAYIQ_clean_15,24.3187
AFENEE_clean_34,35.9227
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,47.6276
ACECIV_ion_b_14,48.7981
AFITEP_clean_2,37.4314
ADABIS_clean_2,49.0118
ACMPCD_clean_1,49.6826
AKEDIF_clean_15,17.5875
ALIPEQ_clean_21,11.756
AGUTUS_clean_14,26.0379
AFEJOK_ion_b_8,42.4185
ALALUU_clean_2,18.4616
ALIXUP_clean_56,12.8595
AKOHEO_clean_14,21.5155
AKUHOD01_clean_2,21.7233
AJOXAA_clean_14,23.1209
ALALUU01_clean_2,21.5046
AKUHOD_clean_2,22.2144
ALUKIC_clean_15,12.2843
ACOLOV_clean_14,56.3868
ALUKOI_clean_15,12.4515
AMALND_clean_60,6.34098
ALUJUN_clean_2,17.5489
ALULAV_clean_15,12.2915
ALUKUO_clean_15,12.4753
AFOYAW_clean_2,43.506
ALOLIY_clean_15,19.4881
ALUKAU_clean_2,17.6885
ALIXOJ_clean_14,21.213
ALAHUS_clean_122,27.6856
AFOTUL_clean_1,46.828
AFOVEX_clean_1,46.0427
acs.cgd.6b00163_UKEBOD1448508_clean_15,61.4091
AFOTOF_clean_1,47.5197
AFOVIB_clean_1,46.7417
AFOVOH_clean_1,46.2337
AFOVAT_clean_1,47.6218
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,63.9737
AFEDIA_clean_2,57.0077
AHAMAY_clean_2,43.8495
ACOGAB_clean_2,70.4871
ACOGEF_clean_2,70.6582
AFIXES_clean_14,57.2153
AFIXAO_clean_14,57.8653
AGUVOO_charged_60,46.6176
acscombsci.5b00188_5013797_clean_1,72.4288
AJAMEF_clean_15,42.957
AKUKUO_clean_2,40.4367
AJUNOK_clean_54,42.0419
AGAYOW_clean_15,50.8645
ANAWIX_clean_15,11.5376
AKOBAF_clean_15,42.6379
AMOZAE_clean_14,15.9366
acs.inorgchem.6b01211_ic6b01211_si_002_clean_2,77.4651
AMIKOX_clean_54,25.9793
AMIWID_clean_14,24.7728
AMIWOJ_clean_14,24.4633
ANAWOD_clean_52,16.3014
AMEJIM_charged_148,29.3508
AMIWUP_clean_14,24.4225
ACOLIP_clean_1,81.6977
AMIXAW_clean_14,25.2765
AHOBEG_clean_2,55.839
ac403674p_si_001_clean_4,82.8821
AMAFOK_clean_2,34.1815
ALIFUY_clean_14,46.428
AHUFIU_clean_14,55.8659
AMOFAK_clean_19,25.9817
ADASUV_clean_2,87.186
APACAX_clean_122,13.9069
am301365h_si_002_clean_160,38.8677
AMIZIG_clean_62,30.3748
AKUHOD03_clean_1,57.8076
ANUGOG_clean_15,17.1958
ALULID_clean_2,43.4037
AMUFOF_clean_2,30.0373
ALANAD_clean_2,58.1131
ANOMOG_clean_12,20.959
AKAYIV_clean_13,60.4212
APARAM_clean_147,17.9037
AHIYOH_clean_61,67.1587
ANUGUM_clean_2,19.8368
AQEQES_clean_15,5.70819
ADODII_clean_1,90.1627
AMUFEV_clean_2,34.9096
AMUFIZ_clean_2,34.5745
AKOXIJ_clean_12,63.3513
AMUFAR_clean_2,35.6615
AQALIO_clean_62,12.697
ANONAT_manual_2,24.2642
AQALOU_clean_62,12.8679
APAZOI_clean_15,16.8457
ANOMUM_clean_2,25.9921
AJAKON_clean_14,69.047
AQOLOJ_clean_221,5.25028
APAYIB_clean_15,23.0703
AQEQIW_clean_14,10.7685
AJINOY_clean_2,68.9481
AQETUM_clean_14,8.82045
AMUWUB_clean_2,37.755
ACOLUB_clean_2,99.9293
AQOTIK_clean_123,4.424
APEBED_clean_19,19.5002
APAYOH_clean_15,23.4618
AQOMAW_clean_221,5.58498
ALEQIT_clean_2,65.6428
APAYUN_clean_15,22.9787
ADODOO_clean_1,96.3228
APETAS_clean_13,20.2023
AQOLEZ_clean_123,9.77976
APAZIC_clean_15,23.3712
ADODUU_clean_1,97.1782
ALOLET_charged_159,64.0181
AHEBAS_clean_5,79.5756
ANUGEW_clean_2,33.5171
AQMAND_clean_2,13.1241
ARAHIM02_clean_140,6.14324
ARAFEF_clean_24,6.79275
AMODUC_clean_1,46.894
APAZEY_clean_15,26.9307
ARAFIJ_clean_24,7.71693
APAZAU_clean_15,27.6412
ABAVIJ_clean_1,107.587
AFITIT_clean_5,96.4043
ARAFOP_clean_24,8.97757
AQETIA_clean_14,18.2858
AQEFUY_clean_15,24.2491
ARAHIM01_clean_87,10.3164
ARAHIM_clean_87,10.4921
ANENEN_clean_2,41.8479
ARUYUH01_clean_56,5.88307
ARUYUH_clean_56,5.88475
AQMAND01_clean_2,20.3142
ARADEE_clean_15,13.7435
AMUCOB_clean_2,53.5822
ARAGOR_clean_15,14.9343
AQAJEI_clean_60,32.0303
AQIQAU_clean_15,25.2467
APEBEE_clean_2,34.7374
AFUKAP_clean_2,99.4918
AMUXAI_clean_2,54.686
ARUYOB_clean_14,11.8861
AQIQIC_clean_15,25.9076
acs.inorgchem.6b00894_ic6b00894_si_002_clean_5,118.163
AMOYOR_clean_2,58.5114
ASOHUL_clean_62,4.22772
ANUGIA_clean_1,45.6488
ASEKAM_clean_15,9.19832
AQUDAT_clean_15,22.8562
AJAYIT_clean_9,89.9925
AQUDEX_clean_15,22.8713
AHOZAA_clean_60,92.0395
AQUDOH_clean_15,22.6923
AFOQUI_clean_1,109.681
ACIBIY_clean_2,123.969
ASACON_clean_52,18.1645
ALUREF_clean_18,75.4796
ASEJOZ01_clean_15,14.6821
ASALAH_clean_19,17.5737
ALURAB_clean_18,75.9062
ASEJOZ_clean_15,14.5299
ARUYES_clean_14,21.2301
ALURIJ_clean_18,78.2136
AQUDAS_clean_7,31.136
AQUCOF_clean_7,32.157
AQOSEG_clean_88,33.1383
AQUCOG_clean_2,32.8555
AQUCUM_clean_2,32.5217
ATAFIK_clean_106,11.0311
acs.inorgchem.6b00894_ic6b00894_si_003_clean_19,129.935
AQUDIB_clean_2,32.2357
ARINUL_clean_117,29.3816
ASALIP_clean_19,22.9939
AMUPOP_clean_15,69.222
ASIQEA_clean_86,19.1358
ASIQIE_clean_86,18.8438
AQODOA_clean_14,38.7363
AGIREP_clean_2,108.501
AMUWIP_charged_34,70.6321
ATEYED_clean_15,12.5866
AJOVEB_clean_2,101.621
ASAJOU_clean_12,26.4341
ASIRUR_clean_14,21.7011
ATIBIO_clean_14,12.1177
ATOTIM_manual_63,7.20548
ATOTIM_clean_63,7.2487
ARIBOS_clean_14,37.3633
AROFET_clean_2,36.2396
AMILUE_clean_9,84.6574
ATIRUS_clean_15,11.7022
AMIMAL_clean_14,86.0279
ATOGEV_clean_14,11.7614
AMIMEP_clean_9,85.892
ATIXUX_clean_68,13.2561
ATIBAG_clean_14,20.5322
ATOWIQ_clean_12,14.2213
ATIBOU01_clean_14,19.4589
ATOWOW_clean_12,14.2253
ATICAH_clean_14,19.5612
ATIBOU02_clean_14,20.0599
ATICEL_clean_14,19.8712
AMILOY_clean_14,90.6783
ATEZAC_clean_15,24.7061
ALUJEX_clean_2,103.676
ATIBOU_clean_14,20.551
ATIBUA_clean_14,20.7186
ASUKEE01_clean_70,28.2167
ASUKEE_clean_70,28.969
ASECUY_clean_15,37.7137
ANEHEI_clean_2,81.9107
ASUBIB_clean_2,31.2913
ARINOF_clean_2,48.7564
ANIDIL_clean_15,79.0319
AQIXUU_clean_2,59.5663
AVIHOE_clean_91,7.33855
ASALOV_clean_9,44.5162
AFITUF_clean_4,139.697
ATEZIK_clean_15,31.9138
AVEROJ_clean_4,13.7709
AVAQIX01_clean_61,20.2948
ATIXAE_clean_14,25.3068
AVAQIX_clean_61,20.0212
AQEFOS_clean_2,69.4834
AVIHIY_clean_78,11.0914
ATEZEG_clean_15,34.3112
AVETAY_clean_122,14.1986
ATUXIY_clean_15,24.6172
AVIVAC_clean_141,10.7484
AVETEC_clean_122,14.5924
