# Adsorption data for C4H10-adsorption in RPM3-Zn
# pressure  quantity 
0.00104732658199 0.0484821280049
0.00127584790471 0.048949629529
0.00161946080515 0.0570822081259
0.00203041437563 0.0651855678776
0.002587867179 0.0733278860896
0.00324456307048 0.0814312458413
0.00405120940906 0.0895248659778
0.00510010232575 0.112773327188
0.00638810569901 1.21819042062
0.00803526910617 2.19496667799
0.0100627836198 3.49714347539
0.0124951753449 5.11714339228
0.0149106116128 5.2083743668
0.0193167851067 5.37547694283
0.0250265146985 5.47447039056
0.0321590398862 5.5507413163
0.0413246020691 5.61944456112
0.05138368573 5.69563756994
0.0636299916871 5.7566854773
0.0801000586343 5.84047538589
0.0991890293449 5.91665865509
0.124859902962 6.03071928736
0.15587273717 6.25070797331
0.196052489465 7.29559335898
0.246698326849 7.84101180381
0.311800264159 8.04589434676
0.390880727528 8.17508060126
0.494087532555 8.25131256854
0.554358653147 8.28942368237
0.621981928444 8.3275347962
0.694995255149 8.3580684895
0.782997451958 8.3810539811
0.878522910571 8.40402973309
0.973624378751 8.41940858531
