# Adsorption data for C3H8-desorption in RPM3-Zn
# pressure  quantity 
0.00306732029035 0.00774963059054
0.00355510226304 0.0295792917319
0.00586129921468 0.0468736610097
0.00666243753181 0.0505944070267
0.00796243894875 0.0510166193407
0.00951610183358 0.0514388316547
0.011188602833 0.0518223411732
0.0135415478281 0.0625263029417
0.015410760014 0.057551314473
0.0182308251244 0.0831710641887
0.0216691359919 0.0725248183022
0.0254019222578 0.0770020280484
0.0300512639576 0.0997264330366
0.0352979323107 0.100582219281
0.0517443081238 0.106709062382
0.0609259316579 0.165189865914
0.0799140519863 6.67441440504
0.0972496307114 7.21274549641
0.124088469029 7.6545326288
0.155788336202 7.94971767687
0.198556632159 8.16928964211
0.24791091697 8.31048019664
0.313496645889 8.38002464895
0.387688764148 8.51020948558
0.495588819959 8.59132564607
0.559008600602 8.62029536571
0.626328972562 8.62817529997
0.701747175427 8.65127638754
0.784620120036 8.67817786603
0.880915184998 8.70508913934
0.997258689781 8.71299356065
