# Adsorption data for C4H10-desorption in RPM3-Zn
# pressure  quantity 
0.000874845203296 0.0506881030335
0.00156405521398 0.0558695638455
0.00190110600679 1.49092851751
0.00243384220173 2.70920847176
0.00309033602491 3.8780000881
0.00395887802989 4.36566468339
0.00494715944505 4.87229695139
0.00583659184039 4.95640508748
0.00704419493177 5.06339882506
0.00855495404796 5.11713321828
0.00980528222537 5.17453577233
0.0124623018671 5.23598848525
0.0157737940541 5.30884726833
0.0212640881429 5.41990830572
0.0304997084513 5.53111626545
0.0403999716125 5.62310923321
0.0480602995395 5.68059994065
0.0614632547017 5.74967792246
0.0782783109213 5.83777255109
0.0992825468794 5.92205209656
0.125139939226 6.04436983308
0.157066005707 6.27322584797
0.197386499974 7.41155067063
0.248212018512 7.84589715263
0.312833832337 8.05193123237
0.393493298969 8.17804935981
0.494967891935 8.26230931564
0.556859005388 8.30064135134
0.623903725132 8.33896359223
0.699027546384 8.36586996813
0.786442346229 8.39278613885
0.879323292986 8.41207704068
0.985882323383 8.42727012615
