Structures,finished,Diffusion_coefficient,r2,Diffusion_coefficient_log
PADHIM_clean,0.0,5.903890762815044e-12,-9.574731123234624,-11.228861686677144
BUBDIL_clean,0.0,8.09319244894288e-08,0.9972735945126081,-7.091880132346827
IVOLEM_clean,0.0,7.888213201812185e-12,-11.801925837206815,-11.103021359841787
IVOLIQ_clean,0.0,9.576001200162823e-12,-20.92744932433076,-11.018815808171398
BIJJOV_clean,0.0,1.1143469685098313e-11,-12.040798032869606,-10.952979564056783
ZISXOQ_clean,0.0,8.657931347066404e-12,-1.9455182522740553,-11.062585862240631
c5ce00923e_c5ce00923e2_clean,1.0,1.4436249108778236e-11,-10.738364886181792,-10.840545632456646
CAHQOS_clean,1.0,2.1854393415451164e-10,-5.3268679798853675,-9.660461243165555
NICZAA_clean,0.0,1.0572490207795001e-11,-5.330858618022016,-10.97582270842297
FIJGEK_clean,1.0,1.041554029793118e-11,-8.992469392982576,-10.982318196448459
AQIXUU_clean,1.0,1.0664244079210432e-11,-7.940600054663312,-10.972069923511569
OPEGIA_clean,1.0,2.4545773699866806e-11,-11.435494251402716,-10.610023274084094
FALQOA_clean,1.0,1.3420745774295084e-11,-9.054859991428701,-10.872223350287596
FALQIU_clean,0.0,1.530106747490635e-11,-9.072185595321086,-10.815278269686349
LEVPEJ_clean,0.0,1.4704962509940534e-06,0.867380007560425,-5.832536078382121
FALQEQ_clean,1.0,1.0572758740496682e-11,-19.57264572693331,-10.975811677834411
KAXQIL_clean,1.0,2.6435958633743042e-08,0.9981432479476542,-7.57780493637307
KAXQOR01_clean,1.0,3.2679474465261496e-09,0.9751357123127238,-8.485724936187118
QUXRAE_clean,1.0,8.033273127374251e-09,0.9143848780952293,-8.095107466984684
QUWYEO_clean,0.0,4.866026618212628e-09,0.9936880491126963,-8.312825519714439
QUXREI_clean,1.0,8.263573463428787e-09,0.9721988005536607,-8.08283210766219
LIDZUV_clean,1.0,2.0843288093836308e-08,0.99095680542586,-7.6810337686562296
QUXROS_clean,1.0,6.094116734741617e-09,0.9622024718426715,-8.21508923098493
QUXQUX_clean,1.0,1.0511162725442555e-07,0.9722693706613799,-6.978349240459534
QUXRUY_clean,1.0,1.0246827266023056e-09,0.8917541155174018,-8.989410584769889
ncomms11831_ncomms11831-s2_clean,1.0,2.707482115547671e-10,0.47523105410011457,-9.567434403454115
OKAYIK_clean,1.0,1.434024689314875e-09,0.6667686973186389,-8.843443371443039
OKAYEG_clean,1.0,1.3956805297463362e-11,-27.916186568780216,-10.85521398002683
OKAYAC_clean,1.0,2.4072488210102767e-09,0.9124097823319957,-8.618479017324988
DAYCAI_clean,1.0,3.155855532605464e-11,-39.18395266848336,-10.500882885953212
XULFOA_clean,1.0,7.130244555970155e-12,-7.322760245917552,-11.146895574287415
VABJUE_clean,1.0,8.813012110779645e-09,0.9702519481663605,-8.05487563307303
XEKJUT_clean,1.0,0.00010879093684376306,0.9977270587397423,-3.963407283339045
NETRIN_clean,1.0,4.5901636828731737e-11,-0.9298746086530951,-10.338171827469028
VABKAL_clean,1.0,7.333576381284286e-07,0.9906648855165453,-6.134684180356349
FASFOX_clean,1.0,1.1576193253128943e-11,-7.868579037602869,-10.936434231710464
PUFNUB_clean,1.0,1.0487794809929391e-11,-5.326320158508415,-10.979315818055875
FASGEO_clean,1.0,1.4266113773651298e-11,-13.096497497315275,-10.845694316760596
RALZEL_clean,1.0,1.2814490676830792e-11,-4.2635150737094545,-10.892298650551735
TONWUO_clean,0.0,2.6161270463193974e-06,0.9257018014074337,-5.582341169302013
FASFUD_clean,1.0,1.3808423396684112e-11,-6.758726411126595,-10.859855904999051
FASGAK_clean,1.0,1.5033520598953454e-11,-2.015678627687518,-10.822939303002306
ABEFUL_clean,1.0,1.1502575194882735e-11,-12.916306648238141,-10.93920491897463
XUGWAZ_clean,1.0,1.2155218847828022e-11,-12.06145004798402,-10.915237217524185
UQUCUG_clean,1.0,1.3046478296681399e-11,-10.967235020814213,-10.884506703860307
HUWDEJ_clean,1.0,2.027930681692003e-11,-2.666298185654167,-10.692946894049335
YULBAJ_clean,1.0,1.2340373304662428e-11,-17.28675471041504,-10.908671702401419
LIDZOP_clean,1.0,1.2129310634930583e-06,0.9821566851336591,-5.916163881404927
BEFLIJ_clean,1.0,1.0359667369222135e-11,-13.56908312643589,-10.984654188802223
LEZZEX_clean,1.0,1.4588525049502515e-06,0.9823486056368104,-5.835988614565946
MAPFOY_clean,1.0,1.671374257047311e-11,-1.3480014407817937,-10.776926291236931
YUZCED_clean,1.0,3.395057665437599e-11,-1.2830453842983118,-10.469152844780046
GOMREG_clean,1.0,1.3719612374349601e-08,0.9182389616986097,-7.862658158750195
FIPWOS_clean,1.0,1.5627349101362224e-07,0.986314672074659,-6.806114685978966
EFEGEC_clean,1.0,3.7514484306379313e-06,0.9857886127968698,-5.425801019210702
XEKJON_clean,1.0,2.1544164773932926e-10,-9.525173797055459,-9.666670338015773
IRAJIV_clean,1.0,2.3858151346318287e-11,-4.601376873402764,-10.622363210757756
IWOSUJ01_clean,1.0,8.021698656064407e-12,-5.204566087713418,-11.095733656797968
OQEPEG_clean,0.0,1.4956356019970773e-07,0.986926400107311,-6.825174205481679
JAVTAC_clean,1.0,2.4607525051928726e-06,0.9963181117540495,-5.608932064084332
IWAHUK_clean,0.0,7.758669028418666e-07,0.5713400343064123,-6.110212773998293
LETVUB_clean,1.0,9.950963635161395e-12,-12.260521174089176,-11.002134860845329
FIDMEL01_clean,1.0,5.828519884368525e-12,-4.351712266478108,-11.234441717567346
IWOTAQ_clean,1.0,8.836531681847326e-12,-18.049059907052328,-11.05371816111821
YAGRON_clean,1.0,3.647259753864263e-10,-2.5795062024539925,-9.438033305605135
IXIKOR_clean,0.0,2.1507640368345112e-08,0.884962818958728,-7.667407234020706
MUHPAI_clean,0.0,2.1459742304775626e-09,0.7138494510584827,-8.668375497481247
HEGKAP_clean,0.0,5.822761239200824e-06,0.9956897060606801,-5.234871017658331
XEKJIH_clean,1.0,0.00017957980713965443,0.9583511695100605,-3.7457424991879527
EXAPEA_clean,1.0,1.4208955827856346e-11,-7.822140074581149,-10.84743783585593
WEMJII_charged,0.0,9.47507125798202e-12,-13.969758016469205,-11.023417515203477
WARFAY01_clean,0.0,5.544211725132063e-06,0.9977724399327278,-5.256160193024537
WARFIG_clean,0.0,5.153687154056721e-06,0.9920410269107494,-5.287881948103811
WEHNAA_SL_part,1.0,7.529265105123685e-12,-35.989735197693896,-11.123247411098758
LULXOG_clean,0.0,6.91261585786265e-12,-13.300267225798363,-11.160357576698635
YEYLUJ_clean,0.0,2.6853791073285796e-11,-6.803333644209958,-10.570994394285277
FIPWUY_clean,1.0,7.242983592105255e-06,0.9740738380298715,-5.140082498627287
NOMQAJ01_clean,1.0,7.580554296078148e-11,-4.8426155867211875,-10.120299037253597
SROXAL01_clean,1.0,2.0151499236938932e-11,-9.697548125140349,-10.6956926375572
IXIKOR01_clean,0.0,1.2321546073132072e-08,0.5154398745281448,-7.909334794695764
FIPXAF_clean,1.0,1.1684104395541124e-06,0.9969864155520582,-5.932404571331755
LENGES_clean,0.0,5.600520183635924e-06,0.9928743690990127,-5.251771633281158
DONXOV_clean,1.0,3.0765566120211664e-05,0.9811468237360125,-4.511935089006899
MUHPOV_clean,1.0,2.6699964249176903e-11,-14.609108315026495,-10.573489320148369
WOMFEK_clean,1.0,6.154121260514178e-06,0.9976062571261919,-5.210833950686327
CEYPUT01_clean,1.0,2.581549040187675e-08,0.9696422954185734,-7.588119620498375
XOMCUZ_clean,1.0,1.1454729534448406e-13,-13.554783031500984,-12.94101516078129
GAXGOD_clean,1.0,2.3242320082594563e-11,-11.189610083505777,-10.633720522203536
MUHNAG_clean,1.0,1.4545821821496689e-09,0.4477709667460332,-8.837261736606102
SIWGUB_clean,1.0,3.156156326610169e-11,-0.32756005149515843,-10.500841494023208
HEBKEG_clean,1.0,2.7247419356789726e-08,0.9086226162280129,-7.564674624109492
YOMVIG01_clean,1.0,1.0674263998945568e-10,-5.315472379816715,-9.971662060304451
FUBNOH_clean,1.0,1.8416103055172038e-11,-12.570568106996607,-10.734802263427179
OGAGIN_clean,1.0,2.6220392045912237e-09,0.8122375239073143,-8.581360819049312
KEQZAJ_clean,1.0,1.104058109141832e-11,-10.432453406607168,-10.95700806807828
XUNSOQ_clean,1.0,6.807373356376154e-06,0.9858459249035609,-5.167020429479531
PUWCEP_charged,1.0,3.8449898193881385e-06,0.9977743256912619,-5.415104805768768
VOHQIS_clean,1.0,6.327595798716473e-08,0.9827851752838619,-7.198761270975873
KETHEY02_clean,1.0,5.720357177235989e-08,0.9918061422209278,-7.242576853154576
ESARIB_clean,0.0,1.0874633009442724e-07,0.9660126107271704,-6.963585390434315
GOMRAC_clean,1.0,1.04831046439105e-10,-4.177691321142694,-9.979510078989668
HAJLEK_clean,1.0,1.3318438549322623e-10,-4.6836497484574835,-9.875546688766564
KETHEY01_clean,1.0,6.409061925847798e-08,0.985094541211969,-7.19320553214131
GAXGIX_clean,1.0,1.5817290755088377e-11,-11.704386349934584,-10.800867902056837
HUZLIY_clean,1.0,2.2756800671213535e-11,-7.566362775066578,-10.642888794495908
HAJLIO_clean,1.0,1.5643196692375825e-10,-3.646256104120021,-9.805674493987224
HAJLOU_clean,1.0,1.944517139143768e-10,-0.216793154585728,-9.711188224590186
KETHEY_clean,1.0,6.277544707642597e-08,0.9469714052755448,-7.20221018563004
SIVWUR_clean,1.0,3.406846604470911e-07,0.9958890831111072,-6.467647420389149
KEDNOY_clean,1.0,1.1470098148976708e-11,-16.910950835214763,-10.940432865849681
XUNGOD_clean,1.0,1.6602620129194989e-07,0.9933894000563598,-6.7798233687155145
c4ra13058h_c4ra13058h2_clean,1.0,0.0001185951275587907,0.9919809256521437,-3.925933153448983
CEYPUT_clean,1.0,6.36281268342347e-08,0.9905173259612611,-7.196350861889187
TEPGUS,1.0,7.80762757465416e-08,0.9950094020962711,-7.107480910778112
NADNEM_clean,0.0,1.0620497154920839e-09,0.9850773282058565,-8.973855153067621
YAPXIX_clean,0.0,2.4682036058567788e-11,-18.198555076681988,-10.60761901755094
GIMSUS_clean,1.0,2.7116599877761224e-11,-9.221650343533382,-10.566764767124306
HAJLUA_clean,1.0,1.5133438080034424e-10,-6.220480630713407,-9.82006239586541
PUQXUV_clean,1.0,2.166460218495742e-11,-10.090202709021233,-10.664249281264457
KAHMOW_clean,0.0,2.2912206039874612e-11,-22.302515711397422,-10.63993309392626
HELDEJ_SL,0.0,7.731915684487964e-09,0.6267827875141978,-8.111712890541218
PUQYAC_clean,1.0,2.121335470386923e-11,-5.728912316395116,-10.673390646232495
OFAMUF_clean,1.0,2.5280665809591834e-06,0.9965086058888576,-5.59721149235073
GUMDEZ_clean,1.0,7.431258232488965e-05,0.9991421031319234,-4.128937646917294
OFIWOQ_charged,0.0,9.851303674510324e-12,-4.104373293213413,-11.006506293240289
INECOV_clean,1.0,1.6997725005716426e-08,0.5807110174472798,-7.769609201185223
KONCIB_clean,1.0,1.2622253556868615e-06,0.9712551604801898,-5.89886309993031
OCEGOV_clean,1.0,5.028246073758671e-12,-5.098554969948573,-11.298583476837212
VONDIN_clean,0.0,6.3935119746148005e-06,0.9835050170206918,-5.19426051708227
ZASTUK_clean,1.0,1.6713001128042656e-07,0.9810630184112021,-6.776945557508223
BIMDIL_clean,1.0,3.0944402078037276e-08,0.995590654949232,-7.509417904527728
HAJMAH_clean,1.0,1.4876949625954897e-10,-7.809701675377449,-9.827486107528104
SIVVAW_clean,1.0,2.606574909731178e-11,-13.168485502700683,-10.583929789472657
JORSEQ_clean,0.0,1.379643624289704e-10,-0.2835339346882788,-9.860233081709142
RAKPEZ_clean,0.0,1.512845036828108e-11,-5.785939578180292,-10.820205555187083
IBUDOZ_clean,1.0,1.9376074447748494e-06,0.9877923438239209,-5.712734205529252
HAJMEL_clean,1.0,1.6762035590008523e-09,0.9902862110789988,-8.77567324156335
UFATEA01_clean,1.0,6.227648590725941e-07,0.9896212835467704,-6.2056759014691005
UPOSOI_clean,0.0,4.696267144309005e-11,-10.375908553504756,-10.328247206479487
HULTEN_clean,1.0,4.3489521727537335e-08,0.9856290098305539,-7.361615368426491
LUDCUK_clean,1.0,3.8671128723808133e-07,0.9986698661550406,-6.412613151656764
UFUNIS_clean,1.0,2.5039489827862845e-08,0.9980373324221543,-7.601374523992004
AXUPEO_clean,1.0,3.2257892635739393e-10,-0.5810001314847002,-9.491364007888286
MIHHIU,1.0,5.5552678147431405e-11,-0.41852528679365797,-10.255294999250303
QADBII_clean,1.0,6.913208176534299e-06,0.9956872308008977,-5.160320365067683
IWAHIZ_clean,1.0,8.295774319902296e-06,0.9910042969723937,-5.081143071102413
ZAXTAV_clean,0.0,3.544854899478263e-06,0.9899334904897656,-5.4504015369676875
ECEDAU_clean,1.0,1.9675160678734714e-10,-5.862299684914689,-9.706081712254646
JOHSIJ_clean,1.0,5.512790158014673e-06,0.9938402592058844,-5.258628538438698
YEMLUY_charged,0.0,0.0001796465417124881,0.8481543293045986,-3.745581138769042
SEMFEX_charged,0.0,2.884161871567536e-06,0.9796261727321173,-5.539980368794581
RAFNIV_clean,0.0,0.0006108441458958699,0.9923695561345187,-3.2140695838845037
LAGHIL_clean,1.0,2.8461000425856095e-06,0.9976134453977908,-5.545749838201396
RAFNUH_clean,0.0,0.0009168463680983076,0.9709094730340875,-3.0377034310442097
BAEDTA01_clean,1.0,3.530838934869928e-05,0.9976159198319091,-4.452122093055037
MISQIQ_clean,1.0,0.00022396994898610047,0.9908444159770113,-3.649810248920421
MISQIQ03_clean,1.0,0.00016471391819479256,0.9452703527057897,-3.783269701742161
PEQRUZ_clean,1.0,2.3029123464842966e-05,0.9740935198599692,-4.637722591850204
MISQIQ02_clean,1.0,0.00020381367201844012,0.9968680629842207,-3.6907666864581112
TORXEE_clean,0.0,8.182347463621056e-06,0.9948551851759377,-5.0871220821183565
YOVPEG_clean,0.0,2.805732153382551e-10,-3.29138801220694,-9.551953790848705
REDROI_clean,1.0,9.59753188971824e-10,0.8651056352293748,-9.017840436177929
MORFEG_clean,0.0,8.963995899283483e-10,-0.6981648198069133,-9.04749835081156
QOZDOY_clean,1.0,6.768013344616052e-05,0.9923230917466725,-4.1695387936617925
MIHHOA_clean,1.0,5.122580756054548e-11,-11.410044305152432,-10.29051118634162
MISQIQ06_clean,1.0,0.0002202299701865351,0.9896293901359585,-3.6571235800011674
GEVKID_clean,1.0,1.58138635184511e-11,-8.995747227407191,-10.800962013700865
MABKEG_clean,1.0,4.415962223362253e-06,0.9988920144877719,-5.354974650463525
IGUTUB_clean,1.0,2.2182569429344714e-10,-12.693540782286467,-9.653988150506233
MISQIQ07_clean,1.0,0.00019239141679264487,0.9970232184294973,-3.715814307156528
MISQIQ05_clean,1.0,0.0001845304662270266,0.9983008852894557,-3.7339319209847686
GIVHIC_clean,0.0,1.311856071509718e-06,0.9570167398704151,-5.882113810370379
MISQIQ01_clean,1.0,0.00014742034594379363,0.9870703294603598,-3.8314425739984084
PEWKOT_clean,1.0,1.810827153311558e-11,-8.502351528808111,-10.742123001892182
EYOQAL,1.0,0.00017613015756500733,0.9991318653444271,-3.7541662763852006
XANNAB_clean,0.0,7.423841603069279e-11,-2.563435847096714,-10.129371302905415
TAWHOO_clean,1.0,8.598103859430267e-08,0.9995652180779327,-7.065597313196095
GOFDAH,1.0,8.661810124876169e-10,-4.421110378117905,-9.062391340650317
MISQIQ04_clean,1.0,0.00019136149109217365,0.9993771971944799,-3.7181454536481002
HELDEJ_clean,1.0,7.594018464873027e-09,0.37817174639464346,-8.119528351206926
BOWRAH_clean,1.0,6.746865651143733e-06,0.99020640550506,-5.17089793776939
XISKUF_clean,1.0,2.0438396467472536e-07,0.9993018491818482,-6.689553180584605
KIFWUT_clean,1.0,2.552942278419373e-09,0.9531680989564593,-8.592959004407401
DONXUB_clean,0.0,1.295048118979032e-11,-8.299437955939785,-10.887714094579778
QULLEP_clean,1.0,2.931169406925158e-11,-34.85050708921481,-10.532959080788213
XUNSEG_clean,1.0,1.4227745794372588e-05,0.9917275118549906,-4.8468639029104565
TONBII_clean,1.0,0.00014416322387270314,0.9952655919099471,-3.8411455142779554
NUNSOG_clean,0.0,2.1066101655500215e-05,0.9668573037431851,-4.67641582443676
FAZRAA_charged,1.0,1.6396910946519985e-05,0.9835086324566576,-4.785237962028064
FAZRAA_clean,1.0,1.3835939293979572e-05,0.9923867408926558,-4.858991352146801
OFEHEO_clean,1.0,1.834946879904577e-11,-1.5533822448571204,-10.736376503672513
MABKIK_clean,0.0,3.857360534869861e-06,0.9933333744382024,-5.413709767152404
MOPKEJ_clean,1.0,1.5894204520785868e-10,-4.070992279081763,-9.798761202941293
PECLEP_clean,0.0,5.612012023917135e-10,-17.617710937831195,-9.250881407152718
SEMPUX_clean,0.0,5.397301923052919e-09,0.9807937654077024,-8.267823286984207
WAJGIY_clean,0.0,2.7304132518213067e-10,0.9914152655819585,-9.563771616914115
RONSIY_clean,1.0,0.00013652001711456148,0.9806245637233799,-3.864803665948928
YOCNAH_clean,1.0,1.0032023615876437e-07,0.9884021079584673,-6.998611454161609
PUWVAG_clean,0.0,1.7374533706244086e-07,0.988233717054123,-6.760086842077277
TUYNEI_clean,1.0,3.921705125745284e-08,0.9933314619264756,-7.406525064180749
CUMDIY_clean,1.0,1.8114484632987613e-05,0.9934436720949463,-4.741974017369634
TUYLIJ_clean,1.0,3.5994526713203833e-07,0.9932190547366135,-6.443763532537369
GAXGET_clean,1.0,1.675247685248736e-11,-15.806956185149176,-10.775920973472271
NAPZOV_clean,1.0,1.1458249932771011e-06,0.9600901847863821,-5.9408817089462875
BUCTUQ_clean,0.0,2.2930163094688904e-09,-0.7994944177624428,-8.639592856265633
TAQGOK_clean,0.0,6.036200444960966e-05,0.9937955347507712,-4.219236346978774
PAQTOS_clean,0.0,7.135604656990141e-09,0.8640997967980536,-8.146569219736737
MEKDUC_clean,1.0,1.0292012873350836e-07,0.9906548037570686,-6.987499679241546
SAHYAD01_charged,0.0,4.900748298689109e-06,0.9798387763853703,-5.309737602179778
SAHYAD01_clean,1.0,6.401118418846016e-06,0.9937334387802842,-5.193744138407136
OSUWEF_clean,0.0,1.7257919934728714e-11,-20.178913520864405,-10.763011550179751
OGAGAF_clean,1.0,4.927721163020061e-08,0.9906887548645061,-7.307353874867138
HAWGIY_clean,1.0,9.001167353144512e-08,0.9657299956399175,-7.045701163654774
WAZCUX_clean,1.0,1.7287418039357727e-05,0.9864598772070899,-4.762269865892845
IPIVOT_clean,1.0,9.49916473149582e-10,0.5386927213190338,-9.02231458086382
IVEGEV_clean,1.0,4.39069285439679e-05,0.9971659696793133,-4.357466942377765
RONSOE_clean,1.0,0.00016449226924273642,0.9816961945441498,-3.783854508073368
ZEXKUK_clean,1.0,6.416402267677913e-07,0.990135703287624,-6.192708416364124
MIHHUG_clean,1.0,4.791585597351587e-11,-29.403138516742327,-10.319520749167532
BUQWER_clean,1.0,4.985128431797323e-06,0.9827115685173953,-5.302323648485249
AXINEA_clean,0.0,7.884470000126067e-11,-1.6039122382710218,-10.103227494948495
EBISAM_clean,0.0,2.1766636990770564e-11,-10.13220026143996,-10.662208665546581
BUCVAY_clean,0.0,1.8432525112227893e-09,-1.4863059393764737,-8.734415165747416
PAQTIM_clean,0.0,1.8725224305297547e-08,0.1765100993777331,-7.727572971280323
BUCVIG_clean,0.0,4.169334946836709e-09,-1.1851947586315794,-8.379933214079816
ODOXEK_clean,1.0,2.1048244107858993e-11,-1.360630884621426,-10.676784128145396
YOMVIG_clean,1.0,8.772493890291886e-11,-4.701972265923282,-10.056876925582028
PEPBAO_clean,1.0,2.7414562552111067e-07,0.9916724080098169,-6.562018679662683
NIXFUX_clean,0.0,4.505926022878182e-06,0.9611719598948724,-5.346215942687538
EZITUE_clean,0.0,1.2677798079240683e-05,0.9926805507912811,-4.896956169567505
HURGUX_clean,1.0,8.674345855815822e-08,0.9845887922385459,-7.061763266038085
IGUVIR_clean,1.0,6.635979570799131e-09,0.6113015085705362,-8.178094959643285
QUXRIM_clean,1.0,2.7407887082167556e-05,0.9934766196693674,-4.562124443625958
DEPTOH_clean,1.0,1.6156276513489668e-08,0.9050734624620712,-7.7916587225201805
VONDEJ_clean,1.0,0.00010930823368533996,0.9990321296853272,-3.961347123416907
GOLDAO_clean,0.0,1.249553849766043e-05,0.9990632845059121,-4.903245023129119
LABNOU_clean,0.0,1.1578191442359431e-07,0.9263686103551368,-6.936359273764471
LUDKIG_clean,0.0,1.5597871480788428e-08,0.985413089486687,-7.806934662364669
VONDOT_clean,1.0,4.492143666534232e-05,0.9522711505590558,-4.3475463626988
QERZUI01_clean,1.0,1.0996668450641908e-09,0.9387492540028376,-8.958738868719283
IKOQII_clean,0.0,7.479290843664342e-12,-9.610238932397692,-11.126139578242993
WUHJAK_clean,0.0,7.274882418075211e-13,-3.980051731743382,-12.13817402166766
GARPAR_clean,0.0,2.656827757813343e-10,-4.960327262127833,-9.575636599995416
WARFAY02_clean,0.0,1.628148365990962e-05,0.9795660898593233,-4.788306022299846
QATLEE_clean,0.0,2.585620830293538e-05,0.9895043081194524,-4.587435162125689
QADWEY_clean,1.0,4.678442104155406e-09,0.8342191772095494,-8.329898740559605
OHAKIS_clean,1.0,2.9496878115169215e-05,0.9755666927452652,-4.530223946364243
CODVAU_clean,0.0,1.6772165082216907e-05,0.9713239841897044,-4.775410871647492
HURGUX01_clean,1.0,1.2225729378481987e-07,0.9869881510066045,-6.9127252217257515
FEYDET_clean,1.0,4.124877972627758e-05,0.9920330920337476,-4.384588894774248
XIZJEW_clean,1.0,1.4633032729456289e-08,0.9480489006313212,-7.834665656022824
YAQKEI_clean,1.0,8.94076126153342e-06,0.9775712761663793,-5.048625501605886
PIHJOH_clean,1.0,7.528761654214615e-05,0.9716508103867356,-4.123276451550776
UVARUF_clean,1.0,1.4179469288639604e-11,-7.629370838693482,-10.848340023689522
FUZPUN_clean,0.0,1.3013428554646297e-11,-14.044983574437813,-10.885608267912035
BOYTEQ_clean,1.0,7.036509484723335e-05,0.9963855243004945,-4.152642722598137
WUHHUC_clean,0.0,5.527744745077424e-12,-5.143163088296933,-11.25745201960705
UVARIT_clean,1.0,1.1001575824253218e-11,-22.14131282139275,-10.958545103681606
UVAROZ_clean,1.0,1.6407468005280456e-11,-8.19397009494775,-10.784958433948606
FERCAH,1.0,1.175597055316789e-09,-1.9701883149517125,-8.929741510436505
OTIPAK_clean,1.0,6.0251788899721383e-05,0.9736399364125397,-4.2200300541847255
LUDVUB_clean,0.0,4.058256518209651e-11,-1.9279829748826671,-10.391660505128694
XOJWEZ_clean,1.0,8.824987922410816e-06,0.9737104357951475,-5.054285880300925
LOXVUR_clean,0.0,2.448882048403045e-11,-7.1212018330029885,-10.611032132376849
QOPDEE_clean,1.0,1.1287805039649323e-08,0.83229968576256,-7.947390500222498
DEPSEW_clean,1.0,2.994376853174053e-08,0.9955833737330597,-7.523693543019482
SODNAA_clean,1.0,1.0565322151120477e-08,0.9455173907903317,-7.976117256177125
USISEW_clean,0.0,3.87786821969888e-08,0.9277110106415842,-7.411406953490946
AMIXEA_clean,1.0,2.5527648804001105e-10,-0.3198956247653715,-9.592989183569072
XIVMEW_clean,1.0,1.854712482024327e-11,-7.487571339974284,-10.731723405266335
CADPII_clean,1.0,0.00010436675091125625,0.9811599708249812,-3.9814378365411476
HEXNII_clean,1.0,1.063962927575575e-06,0.9972907005838194,-5.973073504211886
WOSZEL_charged,0.0,7.990595047927756e-07,0.9908812256740928,-6.097420878206791
ESASEY_clean,0.0,1.3595095076058911e-05,0.97349758962188,-4.866617750866966
HIVSAI_clean,0.0,2.4193724545395605e-05,0.9969272636395059,-4.616297268264897
RASKIH_clean,1.0,5.750191417388725e-05,0.9886355425469251,-4.2403176978961135
HAWZEM_clean,1.0,1.994648742126561e-07,0.9656302735380773,-6.700133572552346
TONKIR_clean,0.0,6.534679108820468e-06,0.9872692401772829,-5.184775733973297
UXUZAP_clean,1.0,1.1806386197549079e-09,0.473251918375065,-8.927883014717969
UVASAM_clean,1.0,1.1489524546138413e-11,-7.800615277444232,-10.939697942700818
DEKHEH_clean,1.0,1.0690168320952575e-06,0.9809297558553296,-5.971015456598015
OLOPEM_clean,0.0,7.312566888116787e-12,-8.139895331299806,-11.135930148395962
WAHGIY_clean,1.0,1.1283200130937743e-05,0.9977573947590926,-4.947567708676949
WODROY_clean,1.0,1.2235375664163205e-10,-18.049190676084475,-9.912382691913457
XEJVOZ_clean,0.0,0.00025322476371844816,0.9715514926242403,-3.596493825430415
DOTTUC_charged,0.0,1.3068901530929434e-05,0.9608016199409799,-4.883760914263697
WAHDIT_clean,0.0,0.00011193666980464744,0.9721151411008988,-3.9510276178060897
YUNJUO_clean,1.0,1.711114579659451e-08,0.9962689821900108,-7.766720908256829
AMIXAW_clean,1.0,2.1425934847290965e-11,-10.901868473670842,-10.66906022003895
OQESAF_clean,1.0,3.707016525127838e-05,0.9916524569211553,-4.430975477969401
PITRIU_clean,0.0,3.355985885717256e-07,0.9422057265000848,-6.474179874353469
NODKIB_clean,0.0,4.440550579128501e-06,0.9947142606404451,-5.3525631788374
NADZID_clean,1.0,0.00016462373867332295,0.9881084543009181,-3.7835075395278928
DIKJUD_clean,0.0,1.0851358275580054e-05,0.9803411242644319,-4.964515897329819
FAJZOI_clean,0.0,5.244901649516861e-09,0.9570839528416204,-8.280262651125826
EPUVAN_charged,0.0,2.671121455585325e-08,-0.7190175045833742,-7.573306364209524
MEJQEZ_clean,1.0,2.8928744771731564e-11,-12.413025756466995,-10.538670410131388
DOTTUC_clean,1.0,1.0980891461080493e-05,0.9869217531960874,-4.959362401150735
YOYCEV_clean,0.0,1.0374332273378113e-06,0.9585522243989428,-5.984039846357505
AMIWID_clean,1.0,1.1462527349498438e-10,-1.5112463680691817,-9.940719615097532
CUVGOQ_clean,1.0,1.7469262127392558e-05,0.9901309240486649,-4.757725438507017
EYOPUE,1.0,5.949289437702128e-05,0.9815374875058976,-4.2255349017862285
QOFKUT_clean,1.0,0.00011013924254724663,0.9895841014666947,-3.9580579145869157
OCUREK_clean,1.0,2.7499853800535465e-10,-4.589042884173069,-9.56066961503481
TOTVEF_clean,0.0,0.00010010286227395128,0.9801549123563544,-3.9995535044186754
EKETOF_clean,1.0,2.080311869255708e-09,0.943202810683443,-8.681871553044994
LOQSOA_clean,0.0,5.0208123407664917e-11,-1.2781062897685143,-10.299226010629765
BARZUR_clean,1.0,4.8595836970314044e-05,0.9989736277171254,-4.313400933582562
BOFCEG_clean,1.0,1.0142773706201768e-08,0.3872110165492927,-7.993843263881047
SIWSUO_clean,1.0,1.56080837917167e-08,0.5976081977395891,-7.806650412105177
EKETUL_clean,1.0,2.4781333458156066e-09,0.9892443214112142,-8.605875328390223
MADVUJ_clean,1.0,5.020137358207144e-05,0.9981532405872527,-4.299284399768269
ETIYEN_clean,1.0,2.043772531133545e-05,0.9866971993992025,-4.689567442182534
COKROL_clean,0.0,3.470929807773868e-10,-9.266029491981401,-9.459554168928623
AWARIZ_clean,0.0,0.00015265349542647368,0.9961564141011754,-3.8162932468710555
VAZROF_clean,0.0,1.4340373726856157e-05,0.9003238317075175,-4.8434395303002695
PEKZIP_clean,1.0,1.0458268332085093e-06,0.9890221991197597,-5.980540219491555
AWAREV_clean,0.0,0.00018129578767050666,0.9847075674299492,-3.741612286432386
WEMXIX,1.0,1.1506079818145561e-08,0.955507435304699,-7.939072617581514
JODFOZ_clean,1.0,1.6665345614088117e-11,-13.200732032793505,-10.778185675298685
OPOBIF_clean,0.0,0.0002028514566713961,0.9976787041132619,-3.692821869290304
