MC_cycle,Potentiel_energy (kJ/mol)
286.0,-93811.3138064067
287.0,-93808.73977357856
288.0,-93810.48944042888
289.0,-93810.16939699989
290.0,-93806.33534251078
291.0,-93805.68934526945
292.0,-93794.01926426459
293.0,-93795.72478615218
294.0,-93801.94623843348
295.0,-93803.2958460581
296.0,-93790.66941371391
297.0,-93791.75853939362
298.0,-93793.76715847419
299.0,-93792.32342601493
300.0,-93794.98090620013
301.0,-93803.22164495922
302.0,-93804.11690152844
303.0,-93805.89620359881
304.0,-93809.95373799499
305.0,-93811.63549091232
306.0,-93812.52713017368
307.0,-93814.23357894768
308.0,-93814.23357894768
309.0,-93812.53550095018
310.0,-93812.53791514426
311.0,-93814.21912912802
312.0,-93808.08862439828
313.0,-93808.13507408847
314.0,-93795.2134547036
315.0,-93799.91750606809
316.0,-93799.91750606809
317.0,-93803.31831158607
318.0,-93803.24749607839
319.0,-93803.24749607839
320.0,-93805.09408367689
321.0,-93809.47870760653
322.0,-93807.94903491183
323.0,-93809.5502088298
324.0,-93810.46682828543
325.0,-93812.11222238757
326.0,-93812.92384820989
327.0,-93811.62450519328
328.0,-93811.49815539471
329.0,-93811.29584108853
330.0,-93812.05917444854
331.0,-93811.2133653704
332.0,-93813.74102882398
333.0,-93813.01984127428
334.0,-93811.29261237838
335.0,-93812.17164363603
336.0,-93810.45083291373
337.0,-93811.12555927361
338.0,-93807.47863524975
339.0,-93808.65459674565
340.0,-93812.18965833451
341.0,-93806.81192553863
342.0,-93807.39371069342
343.0,-93807.39371069342
344.0,-93809.43734960289
345.0,-93809.14697483876
346.0,-93813.03154090086
347.0,-93812.05066563128
348.0,-93808.95714247022
349.0,-93806.98822753668
350.0,-93804.9998669913
351.0,-93806.85444904692
352.0,-93807.13703980367
353.0,-93803.64102493349
354.0,-93813.37145029828
355.0,-93813.37145029828
356.0,-93813.30124148855
357.0,-93809.8570021292
358.0,-93812.47670002804
359.0,-93815.757238128
360.0,-93818.73760213237
361.0,-93814.11379347675
362.0,-93814.11379347675
363.0,-93811.96185849566
364.0,-93811.70401966224
365.0,-93811.78741763442
366.0,-93812.12382457935
367.0,-93813.69099392007
368.0,-93812.93880425226
369.0,-93814.17226470045
370.0,-93816.47411903214
371.0,-93813.620623292
372.0,-93815.17469443608
373.0,-93816.26944658045
374.0,-93816.62738446284
375.0,-93816.62738446284
376.0,-93816.82528482814
377.0,-93817.2609146415
378.0,-93818.49342760057
379.0,-93817.32092574668
380.0,-93817.50950572593
381.0,-93817.50950572593
382.0,-93817.50950572593
383.0,-93817.50950572593
384.0,-93814.69787367467
385.0,-93813.63484726619
386.0,-93816.56114537311
387.0,-93812.60761596958
388.0,-93805.96181586744
389.0,-93804.42774959985
390.0,-93795.47761915451
391.0,-93799.92685508654
392.0,-93798.32875809226
393.0,-93793.42781180762
394.0,-93792.52309568702
395.0,-93792.8728663696
396.0,-93808.25040419988
397.0,-93808.64008335225
398.0,-93808.76343413502
399.0,-93809.5663283535
400.0,-93804.69112489354
401.0,-93805.62602753965
402.0,-93808.85025152595
403.0,-93808.42222032689
404.0,-93808.31870167798
405.0,-93811.93987899757
406.0,-93812.05673668202
407.0,-93812.05673668202
408.0,-93806.86476257119
409.0,-93810.59853913443
410.0,-93807.93391578016
411.0,-93803.84170174341
412.0,-93806.02056837564
413.0,-93802.38805714605
414.0,-93802.38805714605
415.0,-93795.37652766978
416.0,-93806.76952530578
417.0,-93811.68723266073
418.0,-93811.63566835741
419.0,-93811.44805523958
420.0,-93804.65665231869
421.0,-93804.47769278474
422.0,-93804.47769278474
423.0,-93798.8069970358
424.0,-93795.98418034699
425.0,-93795.98418034699
426.0,-93800.74553801521
427.0,-93796.12155673433
428.0,-93794.09457891034
429.0,-93790.99334501747
430.0,-93797.78606717351
431.0,-93801.39807747965
432.0,-93798.57101210555
433.0,-93800.28402926507
434.0,-93798.58843647041
435.0,-93803.3251519823
436.0,-93798.17613385813
437.0,-93796.57198418058
438.0,-93797.59113275287
439.0,-93802.11072726545
440.0,-93802.3882785472
441.0,-93804.3915353842
442.0,-93809.73123546735
443.0,-93809.73123546735
444.0,-93806.74452206027
445.0,-93808.61075486545
446.0,-93808.61075486545
447.0,-93806.28179682253
448.0,-93815.22794038538
449.0,-93810.85313979641
450.0,-93818.78413205215
451.0,-93818.26321890576
452.0,-93818.01952868182
453.0,-93817.87725863182
454.0,-93817.87725863182
455.0,-93818.34172315372
456.0,-93818.2435261706
457.0,-93811.29345574888
458.0,-93819.20678321627
459.0,-93819.48290790303
460.0,-93817.97396097744
461.0,-93812.67526154763
462.0,-93814.89344356846
463.0,-93814.66719748986
464.0,-93810.21971289068
465.0,-93810.21971289068
466.0,-93812.39318044759
467.0,-93809.6202371228
468.0,-93808.55670409286
469.0,-93812.66802898738
470.0,-93812.67692820735
471.0,-93810.35935227026
472.0,-93809.05270221703
473.0,-93808.81398224742
474.0,-93811.37773806979
475.0,-93800.96575573298
476.0,-93804.8888246119
477.0,-93804.05785662238
478.0,-93807.95139176055
479.0,-93807.95139176055
480.0,-93808.07864426386
481.0,-93807.21794081233
482.0,-93809.02519177474
483.0,-93806.64700812563
484.0,-93805.87857380738
485.0,-93817.49176531509
486.0,-93817.49176531509
487.0,-93820.46180831372
488.0,-93819.71839434716
489.0,-93819.84867290777
490.0,-93817.34534663156
491.0,-93814.06549796756
492.0,-93814.06549796756
493.0,-93819.1021009194
494.0,-93818.86258795013
495.0,-93817.58511373299
496.0,-93815.77148360474
497.0,-93818.94147645055
498.0,-93820.38142098318
499.0,-93820.29157654535
500.0,-93814.1174121357
501.0,-93814.1174121357
502.0,-93812.30519512574
503.0,-93812.64658801099
504.0,-93812.61729639763
505.0,-93797.11194657629
506.0,-93809.94025134842
507.0,-93809.59883993278
508.0,-93809.59883993278
509.0,-93814.24864032624
510.0,-93815.46741439705
511.0,-93811.4251575798
512.0,-93807.46463445695
513.0,-93802.68708458023
514.0,-93808.67500578583
515.0,-93805.6109698361
516.0,-93807.48713130892
517.0,-93807.48713130892
518.0,-93812.2934287769
519.0,-93811.04785683483
520.0,-93813.6344613639
521.0,-93813.5751089457
522.0,-93817.17170650008
523.0,-93818.28956086808
524.0,-93816.35342355215
525.0,-93816.81537838034
526.0,-93816.48442907249
527.0,-93808.82141718693
528.0,-93809.37678192141
529.0,-93809.37678192141
530.0,-93812.98935552048
531.0,-93818.32646852765
532.0,-93815.93397619537
533.0,-93815.67876028812
534.0,-93815.57110914386
535.0,-93815.57110914386
536.0,-93815.50755156788
537.0,-93816.84982075536
538.0,-93812.46518455887
539.0,-93813.96599794296
540.0,-93815.3976047793
541.0,-93810.89432461656
542.0,-93812.03289920605
543.0,-93813.1826573493
544.0,-93811.14793407544
545.0,-93808.36452006716
546.0,-93806.89410124185
547.0,-93811.92904261289
548.0,-93811.20501538565
549.0,-93817.83916087208
550.0,-93815.54484970708
551.0,-93811.93711946247
552.0,-93809.94487778535
553.0,-93809.94487778535
554.0,-93810.56690406562
555.0,-93812.83461964762
556.0,-93812.64063433293
557.0,-93812.64063433293
558.0,-93813.65253117394
559.0,-93813.77486276889
560.0,-93811.8048454852
561.0,-93808.87467151039
562.0,-93819.71903964679
563.0,-93815.0179140612
564.0,-93814.78599142215
565.0,-93816.00098825163
566.0,-93815.73604003254
567.0,-93814.26504674184
568.0,-93818.24793059181
569.0,-93817.86140922728
570.0,-93811.98145923509
571.0,-93809.45526193436
572.0,-93803.1991132431
573.0,-93812.36245462854
574.0,-93811.25954086703
575.0,-93811.6013969549
576.0,-93813.84729246786
577.0,-93818.68400174203
578.0,-93822.16179446709
579.0,-93818.57029603767
580.0,-93819.87798989855
581.0,-93820.24421221197
582.0,-93809.13036157926
583.0,-93807.79255421332
584.0,-93808.52154074823
585.0,-93808.51379924527
586.0,-93803.91071779575
587.0,-93806.8383102546
588.0,-93805.09156327887
589.0,-93802.99818461802
590.0,-93796.45455149311
591.0,-93798.52364049527
592.0,-93799.23969634787
593.0,-93804.58838256662
594.0,-93799.9777630811
595.0,-93799.67267115446
596.0,-93797.08070362514
597.0,-93813.10892130811
598.0,-93813.02261517383
599.0,-93810.65047668478
600.0,-93814.18700923333
601.0,-93807.51871138357
602.0,-93800.38577413147
603.0,-93799.36520828246
604.0,-93801.01236575046
605.0,-93801.01236575046
606.0,-93799.92894700175
607.0,-93803.34092030491
608.0,-93802.74676004816
609.0,-93797.19250353015
610.0,-93800.45404973115
611.0,-93803.77062102153
612.0,-93804.39769336757
613.0,-93800.79880705474
614.0,-93802.34181298561
615.0,-93804.29103924027
616.0,-93810.16781597635
617.0,-93810.36867228794
618.0,-93805.53585877502
619.0,-93805.81605324938
620.0,-93813.10823318677
621.0,-93811.18845774652
622.0,-93820.60233121901
623.0,-93820.60233121901
624.0,-93820.5996630289
625.0,-93813.63406625284
626.0,-93808.93071612186
627.0,-93807.0269560661
628.0,-93808.7715896099
629.0,-93814.16428185238
630.0,-93814.3193975884
631.0,-93814.24964217692
632.0,-93816.47624313927
633.0,-93814.9719098774
634.0,-93814.9719098774
635.0,-93814.5592578365
636.0,-93819.0210025491
637.0,-93819.0210025491
638.0,-93818.9332476542
639.0,-93819.27111886317
640.0,-93819.28287544998
641.0,-93817.83245826006
642.0,-93819.00858912039
643.0,-93819.00858912039
644.0,-93810.09878272019
645.0,-93810.15913408191
646.0,-93817.27710519242
647.0,-93817.27710519242
648.0,-93817.10202925857
649.0,-93816.85111780076
650.0,-93816.85111780076
651.0,-93816.31820530076
652.0,-93816.31820530076
653.0,-93816.09070390929
654.0,-93816.09070390929
655.0,-93819.11881952142
656.0,-93815.22857388011
657.0,-93810.76934727703
658.0,-93808.72515425149
659.0,-93808.54523948781
660.0,-93801.40883593544
661.0,-93803.75987683289
662.0,-93799.07126567984
663.0,-93800.84462452917
664.0,-93799.00949002143
665.0,-93800.86190923685
666.0,-93800.86190923685
667.0,-93807.65824120914
668.0,-93810.42241261493
669.0,-93803.57478752434
670.0,-93803.05986906588
671.0,-93802.58450204218
672.0,-93805.16298699974
673.0,-93809.10185977569
674.0,-93809.12587002425
675.0,-93808.97339287486
676.0,-93815.10736189467
677.0,-93815.10736189467
678.0,-93815.95609290074
679.0,-93807.85480674042
680.0,-93803.9616915489
681.0,-93809.30608484185
682.0,-93804.0599890139
683.0,-93803.34895634993
684.0,-93803.41835742177
685.0,-93800.86361669928
686.0,-93802.65617058463
687.0,-93807.20950500896
688.0,-93808.1056572523
689.0,-93807.24471059805
690.0,-93808.85896205797
691.0,-93809.55557270026
692.0,-93810.39753996894
693.0,-93812.35201463634
694.0,-93812.85536899773
695.0,-93811.64273674347
696.0,-93810.85669053583
697.0,-93811.59478810427
698.0,-93811.29086477133
699.0,-93811.29086477133
700.0,-93809.69942965364
701.0,-93808.97164024631
702.0,-93812.32781862495
703.0,-93812.9732382426
704.0,-93805.85102852675
705.0,-93805.85102852675
706.0,-93808.90974267722
707.0,-93817.40067939446
708.0,-93814.28515541724
709.0,-93814.86209794167
710.0,-93814.25682483576
711.0,-93812.99557492143
712.0,-93812.99557492143
713.0,-93813.61177491306
714.0,-93813.48334542301
715.0,-93817.83608535158
716.0,-93819.25942503857
717.0,-93817.71524740463
718.0,-93817.17541383435
719.0,-93819.55796098075
720.0,-93819.55796098075
721.0,-93814.52458627881
722.0,-93814.11471842398
723.0,-93804.37866993234
724.0,-93805.18019567839
725.0,-93809.49559463291
726.0,-93808.98399853877
727.0,-93801.90226699092
728.0,-93801.53158993475
729.0,-93806.50655566313
730.0,-93807.57561458265
731.0,-93792.14106340079
732.0,-93805.59593543096
733.0,-93805.59593543096
734.0,-93805.59593543096
735.0,-93810.1283777892
736.0,-93807.82978879822
737.0,-93809.55868460338
738.0,-93809.28563378501
739.0,-93810.30634062139
740.0,-93797.61158585742
741.0,-93808.00323957669
742.0,-93810.36874213004
743.0,-93810.242092163
744.0,-93812.5424010788
745.0,-93812.49588179411
746.0,-93812.74714610807
747.0,-93812.74714610807
748.0,-93805.33501528343
749.0,-93809.12156002267
750.0,-93809.61308869877
751.0,-93809.61308869877
752.0,-93808.7744259557
753.0,-93808.93900950742
754.0,-93806.5325565096
755.0,-93807.68835641938
756.0,-93805.15130520034
757.0,-93803.70721202155
758.0,-93804.55477162836
759.0,-93805.48367779494
760.0,-93805.5255042757
761.0,-93805.5255042757
762.0,-93805.27670320366
763.0,-93805.27670320366
764.0,-93806.0789225146
765.0,-93807.70631601888
766.0,-93807.20431459832
767.0,-93808.84783776136
768.0,-93808.84783776136
769.0,-93808.84783776136
770.0,-93812.14857175834
771.0,-93812.14857175834
772.0,-93808.49177250826
773.0,-93813.44259666107
774.0,-93806.44018420218
775.0,-93807.85791523606
776.0,-93805.70754330119
777.0,-93803.86460664251
778.0,-93801.38778521701
779.0,-93802.57148472618
780.0,-93810.54597019259
781.0,-93810.64865573827
782.0,-93812.19950833326
783.0,-93817.95628724329
784.0,-93817.82642633168
785.0,-93817.54291333717
786.0,-93817.42486848138
787.0,-93817.03806586478
788.0,-93813.74759571937
789.0,-93811.48176934778
790.0,-93809.27416992879
791.0,-93811.25260704667
792.0,-93810.7754193733
793.0,-93812.43257516871
794.0,-93811.96105694365
795.0,-93811.96105694365
796.0,-93814.82145015919
797.0,-93814.82145015919
798.0,-93809.9893290521
799.0,-93818.2752045908
800.0,-93813.40854872265
801.0,-93814.35999580658
802.0,-93814.35999580658
803.0,-93814.35999580658
804.0,-93813.65576158113
805.0,-93813.8043101297
806.0,-93803.72028762914
807.0,-93816.24067578086
808.0,-93815.64446352137
809.0,-93814.9426107044
810.0,-93815.57658856432
811.0,-93817.28464912981
812.0,-93812.7452835522
813.0,-93808.55565611171
814.0,-93811.2985302696
815.0,-93810.83907837233
816.0,-93810.03178759372
817.0,-93809.19762249492
818.0,-93799.70221514518
819.0,-93801.424020129
820.0,-93801.13138373084
821.0,-93802.43009213835
822.0,-93802.71103028535
823.0,-93808.05380603818
824.0,-93808.05380603818
825.0,-93806.40461399418
826.0,-93797.09686212274
827.0,-93798.33962587564
828.0,-93800.17718704781
829.0,-93809.01609090205
830.0,-93809.26729890902
831.0,-93806.79849628627
832.0,-93809.16238275917
833.0,-93814.28534521467
834.0,-93814.28534521467
835.0,-93813.85654781135
836.0,-93817.39636801669
837.0,-93818.70411106813
838.0,-93816.16510693045
839.0,-93818.56851070863
840.0,-93812.91816749267
841.0,-93812.86888400007
842.0,-93821.93420022695
843.0,-93822.28010863837
844.0,-93820.35336711594
845.0,-93820.83660536692
846.0,-93820.8198676346
847.0,-93822.42925544336
848.0,-93821.8725178412
849.0,-93816.85258993435
850.0,-93813.12045640449
851.0,-93814.11110907189
852.0,-93813.74285039707
853.0,-93813.74285039707
854.0,-93815.62910938569
855.0,-93815.62910938569
856.0,-93807.24942984198
857.0,-93809.66428541491
858.0,-93809.66428541491
859.0,-93807.41908743347
860.0,-93813.64221832872
861.0,-93813.17011259984
862.0,-93813.15470504363
863.0,-93813.17334370593
864.0,-93806.52222782925
865.0,-93810.23075031751
866.0,-93805.26998015879
867.0,-93812.23642631338
868.0,-93812.23642631338
869.0,-93812.40120011532
870.0,-93810.39589477
871.0,-93811.13108570213
872.0,-93812.49604573597
873.0,-93812.27672214819
874.0,-93814.2175562047
875.0,-93814.30967410334
876.0,-93814.30967410334
877.0,-93811.55479586204
878.0,-93821.68947292806
879.0,-93821.68947292806
880.0,-93818.79765559129
881.0,-93819.64009156065
882.0,-93819.8780508088
883.0,-93811.01343882675
884.0,-93815.20644193781
885.0,-93820.24022867579
886.0,-93820.44194497116
887.0,-93821.13254142119
888.0,-93821.06495368194
889.0,-93821.06495368194
890.0,-93822.13975947892
891.0,-93822.46470786266
892.0,-93822.41323979227
893.0,-93820.67273450823
894.0,-93818.55189885634
895.0,-93820.44969188157
896.0,-93821.09825787527
897.0,-93817.91140912844
898.0,-93817.30333687094
899.0,-93821.05515306919
900.0,-93816.29890028789
901.0,-93822.68656490884
902.0,-93823.67257734088
903.0,-93824.20715714373
904.0,-93822.75513182218
905.0,-93822.62565547258
906.0,-93822.62565547258
907.0,-93822.62565547258
908.0,-93821.38892412497
909.0,-93821.38892412497
910.0,-93820.30118718074
911.0,-93820.86523915127
912.0,-93820.86523915127
913.0,-93820.38352896745
914.0,-93820.38352896745
915.0,-93820.62360119664
916.0,-93820.76617216444
917.0,-93809.85838597198
918.0,-93813.79940472214
919.0,-93815.24443262385
920.0,-93817.33723773503
921.0,-93818.57073955405
922.0,-93818.57073955405
923.0,-93813.34688435675
924.0,-93818.14707256862
925.0,-93818.14707256862
926.0,-93817.18571366463
927.0,-93820.12320301517
928.0,-93820.46467147913
929.0,-93822.88196988081
930.0,-93815.02369265752
931.0,-93814.10047651624
932.0,-93815.53767169267
933.0,-93815.53767169267
934.0,-93814.57669485775
935.0,-93809.81428694738
936.0,-93816.09646518496
937.0,-93808.53607651191
938.0,-93811.64803585518
939.0,-93811.64803585518
940.0,-93807.60078842197
941.0,-93807.20551518853
942.0,-93806.76607303854
943.0,-93809.87828897059
944.0,-93808.72851908882
945.0,-93808.72851908882
946.0,-93808.72851908882
947.0,-93807.27002224831
948.0,-93808.06471381524
949.0,-93812.24990017565
950.0,-93813.63053468129
951.0,-93810.03800100686
952.0,-93810.23081026856
953.0,-93810.2105650132
954.0,-93807.34902858747
955.0,-93808.05515660543
956.0,-93810.88319298594
957.0,-93809.45710272697
958.0,-93810.95467229448
959.0,-93810.62221479826
960.0,-93806.70816955
961.0,-93811.96250351962
962.0,-93813.12124387563
963.0,-93812.49046900417
964.0,-93812.64087645743
965.0,-93814.08109747809
966.0,-93813.69234976998
967.0,-93813.43755396071
968.0,-93813.48066885039
969.0,-93808.33490212631
970.0,-93803.96025813482
971.0,-93806.3075055475
972.0,-93807.24656275961
973.0,-93807.24656275961
974.0,-93807.24091809138
975.0,-93805.81170615464
976.0,-93805.81170615464
977.0,-93797.81074307821
978.0,-93810.82962392793
979.0,-93815.01993597856
980.0,-93817.64424837165
981.0,-93816.89593275312
982.0,-93820.38696824203
983.0,-93818.48342661683
984.0,-93820.32174753155
985.0,-93819.83417633192
986.0,-93821.19560404666
987.0,-93822.30240569993
988.0,-93822.30240569993
989.0,-93819.94977462465
990.0,-93811.74440966765
991.0,-93811.87332690557
992.0,-93814.59408039278
993.0,-93814.4411621542
994.0,-93814.4411621542
995.0,-93823.67041923628
996.0,-93820.0989877073
997.0,-93813.12124091106
998.0,-93810.18893760369
999.0,-93814.6573868189
1000.0,-93814.3827092783
1001.0,-93819.2671170731
1002.0,-93816.0176292199
1003.0,-93812.20878795879
1004.0,-93812.20878795879
1005.0,-93811.96653342825
1006.0,-93815.56627286812
1007.0,-93812.15430805823
1008.0,-93819.31468925551
1009.0,-93819.31468925551
1010.0,-93820.46108763981
1011.0,-93816.8758937355
1012.0,-93817.19173117423
1013.0,-93816.54322259019
1014.0,-93808.8863899927
1015.0,-93810.07309939791
1016.0,-93812.82551888599
1017.0,-93811.80193148757
1018.0,-93813.93178832541
1019.0,-93815.21971189404
1020.0,-93813.73441412348
1021.0,-93813.73441412348
1022.0,-93808.90129575845
1023.0,-93807.78169648511
1024.0,-93808.53045420077
1025.0,-93813.33609912678
1026.0,-93803.5866022831
1027.0,-93807.47112590293
1028.0,-93810.59745244271
1029.0,-93812.05790451945
1030.0,-93804.08951904917
1031.0,-93810.70017963236
1032.0,-93809.54590212382
1033.0,-93811.64909312893
1034.0,-93806.35346556624
1035.0,-93818.31055265761
1036.0,-93816.24498304764
1037.0,-93816.24498304764
1038.0,-93815.43372001874
1039.0,-93815.98536742652
1040.0,-93811.33828731363
1041.0,-93812.44765963142
1042.0,-93809.43543383156
1043.0,-93804.73578479423
1044.0,-93808.16459988334
1045.0,-93813.48821393584
1046.0,-93808.41265218721
1047.0,-93805.25110102733
1048.0,-93804.14399926997
1049.0,-93806.29141992536
1050.0,-93801.55631894802
1051.0,-93802.78208804523
1052.0,-93801.81234717839
1053.0,-93801.54965672281
1054.0,-93802.50323584625
1055.0,-93795.60572646059
1056.0,-93800.0622662017
1057.0,-93795.1958207726
1058.0,-93797.80119890568
1059.0,-93801.65760771655
1060.0,-93802.94089699564
1061.0,-93800.63987808392
1062.0,-93800.28269720057
1063.0,-93808.86630386545
1064.0,-93808.93632786992
1065.0,-93814.26734332963
1066.0,-93814.00081485283
1067.0,-93813.76014601858
