MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,1.12500,1.12500
2000,1.75000,1.75000
3000,3.00000,3.00000
4000,3.00000,3.00000
5000,5.75000,5.75000
6000,9.25000,9.25000
7000,13.00000,13.00000
8000,13.25000,13.25000
9000,15.75000,15.75000
10000,17.87500,17.87500
11000,19.25000,19.25000
12000,23.62500,23.62500
13000,27.12500,27.12500
14000,32.75000,32.75000
15000,36.12500,36.12500
16000,37.75000,37.75000
17000,38.00000,38.00000
18000,39.87500,39.87500
19000,39.87500,39.87500
20000,42.00000,42.00000
21000,39.87500,39.87500
22000,41.75000,41.75000
23000,41.75000,41.75000
24000,41.62500,41.62500
25000,42.25000,42.25000
26000,41.12500,41.12500
27000,40.50000,40.50000
28000,40.62500,40.62500
29000,42.25000,42.25000
30000,42.50000,42.50000
31000,42.37500,42.37500
32000,42.50000,42.50000
33000,42.75000,42.75000
34000,42.00000,42.00000
35000,42.00000,42.00000
36000,42.25000,42.25000
37000,43.25000,43.25000
38000,43.50000,43.50000
39000,42.87500,42.87500
40000,41.87500,41.87500
41000,42.75000,42.75000
42000,43.25000,43.25000
43000,43.37500,43.37500
44000,43.37500,43.37500
45000,42.75000,42.75000
46000,42.37500,42.37500
47000,43.25000,43.25000
48000,43.50000,43.50000
49000,42.37500,42.37500
50000,42.37500,42.37500
51000,42.75000,42.75000
52000,41.50000,41.50000
53000,41.50000,41.50000
54000,41.75000,41.75000
55000,42.62500,42.62500
56000,44.12500,44.12500
57000,42.62500,42.62500
58000,43.87500,43.87500
59000,43.75000,43.75000
60000,42.75000,42.75000
61000,43.00000,43.00000
62000,43.37500,43.37500
63000,42.75000,42.75000
64000,41.87500,41.87500
65000,42.25000,42.25000
66000,41.87500,41.87500
67000,42.25000,42.25000
68000,43.00000,43.00000
69000,43.12500,43.12500
70000,43.25000,43.25000
71000,43.12500,43.12500
72000,42.37500,42.37500
73000,41.50000,41.50000
74000,41.87500,41.87500
75000,42.25000,42.25000
76000,43.37500,43.37500
77000,42.50000,42.50000
78000,42.62500,42.62500
79000,41.50000,41.50000
80000,41.87500,41.87500
81000,42.50000,42.50000
82000,43.00000,43.00000
83000,42.25000,42.25000
84000,42.12500,42.12500
85000,42.87500,42.87500
86000,41.62500,41.62500
87000,41.00000,41.00000
88000,41.62500,41.62500
89000,42.25000,42.25000
90000,42.12500,42.12500
91000,43.37500,43.37500
92000,43.37500,43.37500
93000,43.37500,43.37500
94000,42.75000,42.75000
95000,42.87500,42.87500
96000,43.75000,43.75000
97000,43.37500,43.37500
98000,42.87500,42.87500
99000,43.62500,43.62500
100000,43.50000,43.50000
101000,42.00000,42.00000
102000,41.75000,41.75000
103000,42.50000,42.50000
104000,41.12500,41.12500
105000,40.75000,40.75000
106000,42.00000,42.00000
107000,41.00000,41.00000
108000,39.62500,39.62500
109000,41.12500,41.12500
110000,38.75000,38.75000
111000,41.00000,41.00000
112000,40.25000,40.25000
113000,40.37500,40.37500
114000,41.87500,41.87500
115000,41.50000,41.50000
116000,41.37500,41.37500
117000,42.25000,42.25000
118000,43.00000,43.00000
119000,41.87500,41.87500
120000,43.12500,43.12500
121000,42.00000,42.00000
122000,41.50000,41.50000
123000,42.37500,42.37500
124000,42.50000,42.50000
125000,42.25000,42.25000
126000,41.25000,41.25000
127000,40.50000,40.50000
128000,40.75000,40.75000
129000,41.12500,41.12500
130000,41.87500,41.87500
131000,42.25000,42.25000
132000,42.00000,42.00000
133000,42.87500,42.87500
134000,41.87500,41.87500
135000,42.62500,42.62500
136000,43.12500,43.12500
137000,42.00000,42.00000
138000,40.75000,40.75000
139000,42.37500,42.37500
140000,41.25000,41.25000
141000,41.00000,41.00000
142000,43.00000,43.00000
143000,42.87500,42.87500
144000,42.50000,42.50000
145000,41.37500,41.37500
146000,41.87500,41.87500
147000,41.75000,41.75000
148000,41.12500,41.12500
149000,41.12500,41.12500
150000,40.62500,40.62500
151000,40.87500,40.87500
152000,42.00000,42.00000
153000,41.25000,41.25000
154000,41.62500,41.62500
155000,41.87500,41.87500
156000,41.62500,41.62500
157000,43.87500,43.87500
158000,43.25000,43.25000
159000,43.75000,43.75000
160000,44.00000,44.00000
161000,43.12500,43.12500
162000,44.12500,44.12500
163000,44.62500,44.62500
164000,44.87500,44.87500
165000,43.00000,43.00000
166000,43.12500,43.12500
